,AA,AAPL,GE,IBM,JNJ,MSFT,PEP,SPX,XOM
2011-03-01 00:00:00,16.17,349.31,19.89,158.57,59.65,25.83,61.78,1306.33,83.77
2011-03-02 00:00:00,16.12,352.12,19.96,158.76,59.75,25.75,61.99,1308.44,84.05
2011-03-03 00:00:00,16.57,359.56,20.39,162.05,59.99,25.87,62.78,1330.97,84.78
2011-03-04 00:00:00,16.52,360.0,20.01,160.41,60.0,25.62,62.44,1321.15,84.05
2011-03-07 00:00:00,16.19,355.36,20.02,158.53,59.35,25.39,62.51,1310.13,83.69
2011-03-08 00:00:00,16.43,355.76,20.27,160.86,59.66,25.58,62.82,1321.82,83.57
2011-03-09 00:00:00,16.24,352.47,20.27,164.41,59.35,25.56,63.67,1320.02,83.35
2011-03-10 00:00:00,15.74,346.67,19.75,160.6,58.58,25.09,63.45,1295.11,80.39
2011-03-11 00:00:00,15.97,351.99,20.0,161.01,58.65,25.35,63.67,1304.28,81.12
2011-03-14 00:00:00,16.06,353.56,19.57,159.97,58.1,25.36,63.17,1296.39,81.38
2011-03-15 00:00:00,15.98,345.43,19.27,157.63,57.47,25.07,62.05,1281.87,80.4
2011-03-16 00:00:00,15.6,330.01,18.62,151.66,56.66,24.47,61.37,1256.88,78.35
2011-03-17 00:00:00,15.95,334.64,18.88,152.83,57.12,24.46,62.12,1273.72,80.17
2011-03-18 00:00:00,16.05,330.67,18.91,154.52,57.55,24.48,62.28,1279.21,79.87
2011-03-21 00:00:00,16.49,339.3,19.37,156.3,57.81,25.01,63.13,1298.38,81.83
2011-03-22 00:00:00,16.39,341.2,19.15,156.61,57.77,24.98,62.97,1293.77,81.56
2011-03-23 00:00:00,16.88,339.19,19.19,158.13,57.7,25.21,63.23,1297.54,81.6
2011-03-24 00:00:00,17.04,344.97,19.43,158.64,58.01,25.48,63.23,1309.66,81.72
2011-03-25 00:00:00,17.02,351.54,19.4,160.76,57.96,25.29,63.01,1313.8,82.6
2011-03-28 00:00:00,17.17,350.44,19.4,159.96,58.21,25.09,63.36,1310.19,82.45
2011-03-29 00:00:00,17.42,350.96,19.51,161.45,58.19,25.17,63.19,1319.44,82.24
2011-03-30 00:00:00,17.57,348.63,19.76,162.17,58.35,25.28,64.06,1328.26,83.46
2011-03-31 00:00:00,17.59,348.51,19.7,161.64,58.22,25.07,63.43,1325.83,83.11
2011-04-01 00:00:00,17.4,344.56,19.98,162.83,58.46,25.16,64.23,1332.41,83.65
2011-04-04 00:00:00,17.49,341.19,20.17,162.81,59.11,25.22,64.1,1332.87,83.84
2011-04-05 00:00:00,17.98,338.89,19.97,162.55,58.76,25.45,64.59,1332.63,84.38
2011-04-06 00:00:00,18.06,338.04,20.19,162.6,58.62,25.82,64.75,1335.54,84.14
2011-04-07 00:00:00,18.05,338.08,19.99,162.94,58.45,25.87,64.92,1333.51,84.72
2011-04-08 00:00:00,17.85,335.06,19.84,162.61,58.43,25.74,64.73,1328.17,84.9
2011-04-11 00:00:00,17.7,330.8,19.83,162.51,58.82,25.65,65.04,1324.46,84.12
2011-04-12 00:00:00,16.64,332.4,19.66,161.82,58.9,25.31,65.56,1314.16,82.17
2011-04-13 00:00:00,16.49,336.13,19.59,162.51,58.57,25.3,65.44,1314.41,82.15
2011-04-14 00:00:00,16.49,332.42,19.65,163.52,58.98,25.1,65.69,1314.52,82.43
2011-04-15 00:00:00,16.46,327.46,19.69,164.75,59.51,25.05,66.09,1319.68,83.26
2011-04-18 00:00:00,16.07,331.85,19.63,164.48,59.41,24.76,66.13,1305.14,82.09
2011-04-19 00:00:00,16.38,337.86,19.91,163.95,61.6,24.83,65.8,1312.62,82.78
2011-04-20 00:00:00,16.58,342.41,20.04,163.31,63.27,25.43,66.31,1330.36,84.61
2011-04-21 00:00:00,16.9,350.7,19.6,166.8,62.96,25.19,66.39,1337.38,85.31
2011-04-25 00:00:00,16.82,353.01,19.54,166.2,63.0,25.28,66.01,1335.25,85.17
2011-04-26 00:00:00,16.96,350.42,19.75,167.01,63.82,25.86,66.68,1347.24,86.36
2011-04-27 00:00:00,17.11,350.15,20.29,168.88,64.43,26.04,66.9,1355.66,86.71
2011-04-28 00:00:00,17.02,346.75,20.24,169.28,64.25,26.37,68.66,1360.48,86.28
2011-04-29 00:00:00,16.93,350.13,20.09,169.08,64.58,25.59,67.85,1363.61,86.91
2011-05-02 00:00:00,17.15,346.28,20.12,170.64,65.06,25.33,68.26,1361.22,85.91
2011-05-03 00:00:00,17.6,348.2,20.28,171.35,65.11,25.48,68.53,1356.62,84.58
2011-05-04 00:00:00,17.4,349.57,19.91,169.12,64.53,25.73,68.77,1347.32,83.78
2011-05-05 00:00:00,16.94,346.75,19.55,166.98,63.88,25.46,67.79,1335.1,81.62
2011-05-06 00:00:00,17.08,346.66,19.66,168.16,64.14,25.54,68.22,1340.2,81.68
2011-05-09 00:00:00,17.46,347.6,19.72,168.37,64.49,25.5,68.76,1346.29,82.17
2011-05-10 00:00:00,17.45,349.45,19.94,169.64,64.62,25.34,68.97,1357.16,82.33
2011-05-11 00:00:00,16.98,347.23,19.74,168.77,65.41,25.04,69.14,1342.08,80.59
2011-05-12 00:00:00,17.11,346.57,19.79,171.49,66.02,25.0,69.88,1348.65,80.52
2011-05-13 00:00:00,17.06,340.5,19.54,169.18,65.46,24.71,69.49,1337.77,80.34
2011-05-16 00:00:00,16.88,333.3,19.41,168.13,65.22,24.26,69.65,1329.47,79.71
2011-05-17 00:00:00,16.42,336.14,19.25,169.76,65.25,24.37,70.03,1328.98,79.88
2011-05-18 00:00:00,16.65,339.87,19.41,169.7,65.35,24.54,70.19,1340.68,81.2
2011-05-19 00:00:00,16.63,340.53,19.61,169.85,65.24,24.56,70.69,1343.6,81.79
2011-05-20 00:00:00,16.23,335.22,19.28,169.42,64.55,24.34,70.22,1333.27,81.03
2011-05-23 00:00:00,15.95,334.4,19.05,167.53,64.42,24.02,69.96,1317.37,80.14
2011-05-24 00:00:00,16.08,332.19,18.76,167.26,64.64,24.0,69.9,1316.28,80.76
2011-05-25 00:00:00,16.3,336.78,18.88,167.02,65.14,24.04,69.38,1320.47,81.42
2011-05-26 00:00:00,16.34,335.0,19.08,166.46,64.93,24.52,69.35,1325.69,81.85
2011-05-27 00:00:00,16.45,337.41,19.1,166.77,66.18,24.6,69.33,1331.1,82.09
2011-05-31 00:00:00,16.77,347.83,19.29,168.2,66.7,24.85,70.04,1345.2,82.92
2011-06-01 00:00:00,16.06,345.51,18.79,165.84,65.89,24.28,69.73,1314.55,81.49
2011-06-02 00:00:00,16.17,346.1,18.75,165.37,65.89,24.07,68.96,1312.94,80.8
2011-06-03 00:00:00,15.89,343.44,18.49,164.33,65.51,23.76,68.42,1300.16,80.65
2011-06-06 00:00:00,15.58,338.04,18.14,164.04,65.47,23.86,68.34,1286.17,79.76
2011-06-07 00:00:00,15.66,332.04,18.16,162.98,64.92,23.91,68.38,1284.94,79.48
2011-06-08 00:00:00,15.38,332.24,18.18,163.63,65.56,23.79,68.29,1279.56,80.23
2011-06-09 00:00:00,15.47,331.49,18.25,164.13,66.19,23.81,68.96,1289.0,80.65
2011-06-10 00:00:00,15.25,325.9,18.0,162.47,65.51,23.56,68.14,1270.98,79.26
2011-06-13 00:00:00,15.07,326.6,18.07,162.46,66.0,23.89,68.51,1271.83,78.71
2011-06-14 00:00:00,15.38,332.44,18.27,163.41,66.51,24.07,69.01,1287.87,79.85
2011-06-15 00:00:00,14.93,326.75,18.07,161.63,65.58,23.59,67.93,1265.42,78.14
2011-06-16 00:00:00,14.76,325.16,18.26,161.96,65.73,23.85,68.34,1267.64,78.7
2011-06-17 00:00:00,14.69,320.26,18.31,163.73,65.7,24.11,68.17,1271.5,78.5
2011-06-20 00:00:00,14.75,315.32,18.3,164.3,65.92,24.32,68.43,1278.36,79.19
2011-06-21 00:00:00,15.34,325.3,18.63,165.5,65.9,24.6,68.38,1295.52,80.04
2011-06-22 00:00:00,15.26,322.61,18.38,164.96,65.49,24.5,68.23,1287.14,79.3
2011-06-23 00:00:00,15.25,331.23,18.21,165.4,65.09,24.48,67.44,1283.5,77.93
2011-06-24 00:00:00,15.2,326.35,17.8,164.35,64.49,24.15,67.9,1268.45,76.28
2011-06-27 00:00:00,15.25,332.04,18.11,166.89,64.67,25.04,68.5,1280.1,77.41
2011-06-28 00:00:00,15.62,335.26,18.26,169.27,65.33,25.64,69.06,1296.67,79.11
2011-06-29 00:00:00,15.79,334.04,18.38,169.8,65.72,25.46,69.4,1307.41,79.72
2011-06-30 00:00:00,15.83,335.67,18.68,170.81,65.93,25.84,69.87,1320.64,80.85
2011-07-01 00:00:00,16.28,343.26,19.02,173.78,66.71,25.86,69.63,1339.67,81.47
2011-07-05 00:00:00,16.36,349.43,18.86,174.67,67.02,25.87,69.21,1337.88,81.06
2011-07-06 00:00:00,16.21,351.76,18.87,176.94,66.95,26.16,69.61,1339.22,81.03
2011-07-07 00:00:00,16.46,357.2,19.12,175.71,67.32,26.6,69.96,1353.22,81.82
2011-07-08 00:00:00,16.35,359.71,18.81,175.72,66.97,26.75,69.37,1343.8,81.88
2011-07-11 00:00:00,15.88,354.0,18.45,174.23,66.68,26.46,68.75,1319.49,81.36
2011-07-12 00:00:00,15.68,353.75,18.21,173.3,66.44,26.37,68.46,1313.64,81.35
2011-07-13 00:00:00,15.82,358.02,18.33,173.56,67.03,26.46,68.34,1317.72,81.94
2011-07-14 00:00:00,15.43,357.77,18.35,173.47,67.06,26.3,68.05,1308.87,81.7
2011-07-15 00:00:00,15.45,364.92,18.24,174.78,66.85,26.61,67.98,1316.14,82.46
2011-07-18 00:00:00,15.14,373.8,18.12,174.52,66.5,26.42,67.46,1305.44,82.11
2011-07-19 00:00:00,15.41,376.85,18.4,184.41,66.13,27.37,67.99,1326.73,83.08
2011-07-20 00:00:00,15.48,386.9,18.61,182.85,65.66,26.89,67.94,1325.84,82.75
2011-07-21 00:00:00,15.74,387.29,18.98,184.1,65.88,26.93,65.64,1343.8,84.46
2011-07-22 00:00:00,15.8,393.3,18.86,184.38,66.13,27.36,65.24,1345.02,84.66
2011-07-25 00:00:00,15.62,398.5,18.78,182.9,65.66,27.73,63.86,1337.43,84.02
2011-07-26 00:00:00,15.45,403.41,18.38,182.14,65.34,27.9,63.56,1331.94,83.82
2011-07-27 00:00:00,14.9,392.59,17.94,180.56,64.65,27.16,63.35,1304.89,82.76
2011-07-28 00:00:00,14.8,391.82,17.94,181.01,64.51,27.55,63.38,1300.67,80.93
2011-07-29 00:00:00,14.7,390.48,17.74,181.06,64.22,27.23,63.53,1292.28,79.27
2011-08-01 00:00:00,14.72,396.75,17.8,179.97,63.84,27.1,63.35,1286.94,79.08
2011-08-02 00:00:00,14.13,388.91,17.05,177.28,62.87,26.63,62.68,1254.05,77.33
2011-08-03 00:00:00,14.26,392.57,17.3,178.05,62.85,26.75,63.97,1260.34,77.21
2011-08-04 00:00:00,12.94,377.37,16.31,170.74,61.29,25.78,62.84,1200.07,73.36
2011-08-05 00:00:00,12.79,373.62,16.35,172.23,62.16,25.52,64.15,1199.38,74.33
2011-08-08 00:00:00,11.33,353.21,15.28,166.22,60.58,24.33,62.47,1119.46,69.73
2011-08-09 00:00:00,12.24,374.01,15.81,170.61,61.65,25.42,62.59,1172.53,71.17
2011-08-10 00:00:00,11.6,363.69,14.95,162.54,59.67,24.05,59.84,1120.76,68.03
2011-08-11 00:00:00,12.25,373.7,15.53,166.73,62.88,25.03,62.37,1172.64,71.58
2011-08-12 00:00:00,12.26,376.99,15.73,168.2,62.8,24.94,62.68,1178.81,72.0
2011-08-15 00:00:00,12.56,383.41,16.23,172.99,64.02,25.35,63.06,1204.49,74.29
2011-08-16 00:00:00,12.26,380.48,16.0,171.24,63.79,25.35,63.25,1192.76,73.5
2011-08-17 00:00:00,12.26,380.44,16.08,171.48,63.69,25.25,64.1,1193.89,74.16
2011-08-18 00:00:00,11.51,366.05,15.19,163.83,62.6,24.67,62.59,1140.65,70.94
2011-08-19 00:00:00,11.21,356.03,14.95,157.54,62.58,24.05,61.57,1123.53,69.8
2011-08-22 00:00:00,11.23,356.44,14.97,158.98,62.73,23.98,61.43,1123.82,70.18
2011-08-23 00:00:00,11.68,373.6,15.39,164.32,64.4,24.72,62.97,1162.35,73.66
2011-08-24 00:00:00,11.87,376.18,15.57,166.76,64.95,24.9,63.19,1177.6,73.54
2011-08-25 00:00:00,11.59,373.72,15.3,165.58,63.98,24.57,62.52,1159.27,71.77
2011-08-26 00:00:00,11.86,383.58,15.39,169.14,64.28,25.25,62.66,1176.8,72.64
2011-08-29 00:00:00,12.42,389.97,15.89,172.62,65.86,25.84,63.65,1210.08,74.12
2011-08-30 00:00:00,12.36,389.99,15.97,172.51,65.77,26.23,64.0,1212.92,73.91
2011-08-31 00:00:00,12.8,384.83,16.16,171.91,65.8,26.6,64.43,1218.89,74.02
2011-09-01 00:00:00,12.49,381.03,16.05,170.33,65.33,26.21,64.15,1204.42,73.49
2011-09-02 00:00:00,12.04,374.05,15.61,166.98,64.07,25.8,63.3,1173.97,72.14
2011-09-06 00:00:00,11.77,379.74,15.11,165.11,64.64,25.51,62.45,1165.24,71.15
2011-09-07 00:00:00,12.25,383.93,15.65,167.31,65.43,26.0,61.62,1198.62,73.65
2011-09-08 00:00:00,12.03,384.14,15.44,165.25,64.95,26.22,61.34,1185.9,72.82
2011-09-09 00:00:00,11.58,377.48,14.95,161.37,63.64,25.74,59.99,1154.23,71.01
2011-09-12 00:00:00,11.55,379.94,14.87,162.42,63.59,25.89,60.14,1162.27,71.84
2011-09-13 00:00:00,11.63,384.62,15.26,163.43,63.61,26.04,60.54,1172.87,71.65
2011-09-14 00:00:00,11.73,389.3,15.64,167.24,63.73,26.5,61.58,1188.68,72.64
2011-09-15 00:00:00,11.98,392.96,16.08,170.09,64.4,26.99,63.22,1209.11,74.01
2011-09-16 00:00:00,11.97,400.5,16.33,172.99,64.59,27.12,62.05,1216.01,74.55
2011-09-19 00:00:00,11.58,411.63,16.18,173.13,64.14,27.21,60.56,1204.09,73.7
2011-09-20 00:00:00,11.25,413.45,16.04,174.72,64.22,26.98,60.39,1202.09,74.01
2011-09-21 00:00:00,10.84,412.14,15.38,173.02,63.13,25.99,60.79,1166.76,71.97
2011-09-22 00:00:00,10.11,401.82,15.04,168.62,61.92,25.06,60.92,1129.56,69.24
2011-09-23 00:00:00,10.07,404.3,15.21,169.34,61.59,25.06,60.34,1136.43,69.31
2011-09-26 00:00:00,10.45,403.17,15.57,174.51,62.69,25.44,61.89,1162.95,71.72
2011-09-27 00:00:00,10.48,399.26,15.76,177.71,63.82,25.67,62.43,1175.38,72.91
2011-09-28 00:00:00,9.97,397.01,15.45,177.55,63.25,25.58,61.97,1151.06,72.07
2011-09-29 00:00:00,10.06,390.57,15.86,179.17,63.9,25.45,62.58,1160.4,73.88
2011-09-30 00:00:00,9.57,381.32,15.22,174.87,63.69,24.89,61.9,1131.42,72.63
2011-10-03 00:00:00,8.9,374.6,14.69,173.29,62.08,24.53,60.29,1099.23,71.15
2011-10-04 00:00:00,9.12,372.5,14.86,174.74,62.17,25.34,60.45,1123.95,72.83
2011-10-05 00:00:00,9.37,378.25,15.27,176.85,62.35,25.89,60.29,1144.03,73.95
2011-10-06 00:00:00,9.88,377.37,15.53,181.69,62.81,26.34,60.57,1164.97,73.89
2011-10-07 00:00:00,9.71,369.8,15.5,182.39,63.13,26.25,61.02,1155.46,73.56
2011-10-10 00:00:00,10.09,388.81,16.14,186.62,64.43,26.94,61.87,1194.89,76.28
2011-10-11 00:00:00,10.3,400.29,16.14,185.0,63.96,27.0,60.95,1195.54,76.27
2011-10-12 00:00:00,10.05,402.19,16.4,186.12,64.33,26.96,62.7,1207.25,77.16
2011-10-13 00:00:00,10.1,408.43,16.22,186.82,64.23,27.18,62.36,1203.66,76.37
2011-10-14 00:00:00,10.26,422.0,16.6,190.53,64.72,27.27,62.24,1224.58,78.11
